scientific_name,synonyms,common_name,family,genus,growth_habit,duration,native_status,height_mature_ft,leaf_retention,flower_color,bloom_period,drought_tolerance,shade_tolerance,lifespan,usda_symbol,catalog_source
Acer negundo var. californicum,Acer negundo ssp. californicum; Negundo californicum,California boxelder,Aceraceae,Acer,Tree,Perennial,L48(N),,,,,,,,ACNEC2,USDA PLANTS (public domain)
Acer interius,Acer negundo var. interius; Acer negundo ssp. interius; Negundo interius; Negundo aceroides ssp. interius,boxelder,Aceraceae,Acer,Tree,Perennial,L48(N),,,,,,,,ACNEI2,USDA PLANTS (public domain)
Acer negundo var. negundo,Acer negundo var. variegatum; Negundo negundo; Negundo aceroides,boxelder,Aceraceae,Acer,Tree,Perennial,L48(N)CAN(N),,,,,,,,ACNEN,USDA PLANTS (public domain)
Acer negundo var. texanum,Acer negundo ssp. latifolium,boxelder,Aceraceae,Acer,Tree,Perennial,L48(N),,,,,,,,ACNET,USDA PLANTS (public domain)
Acer negundo var. violaceum,Negundo aceroides ssp. violaceum,boxelder,Aceraceae,Acer,Tree,Perennial,L48(N),,,,,,,,ACNEV,USDA PLANTS (public domain)
Acer nigrum,Acer nigrum var. palmeri; Acer saccharum ssp. nigrum; Acer saccharum var. nigrum; Acer saccharum var. viride; Saccharodendron nigrum,black maple,Aceraceae,Acer,Tree,Perennial,L48(N)CAN(N),100,No,Yellow,Late Spring,Medium,Tolerant,Moderate,ACNI5,USDA PLANTS (public domain)
Acer palmatum,,Japanese maple,Aceraceae,Acer,"Tree, Shrub",Perennial,L48(I)CAN(I),,,,,,,,ACPA2,USDA PLANTS (public domain)
Acer pensylvanicum,,striped maple,Aceraceae,Acer,"Tree, Shrub",Perennial,L48(N)CAN(N),35,No,Yellow,Late Spring,Low,Tolerant,Short,ACPE,USDA PLANTS (public domain)
Acer platanoides,Acer platanoides var. schwedleri,Norway maple,Aceraceae,Acer,Tree,Perennial,L48(I)CAN(I),50,No,Green,Mid Spring,Low,Intermediate,Moderate,ACPL,USDA PLANTS (public domain)
Acer pseudoplatanus,,sycamore maple,Aceraceae,Acer,Tree,Perennial,L48(I)CAN(I),70,No,Green,Late Spring,Medium,Intolerant,Moderate,ACPS,USDA PLANTS (public domain)
Acer drummondii,Acer rubrum var. drummondii; Acer rubrum ssp. drummondii; Rufacer drummondii,Drummond's maple,Aceraceae,Acer,Tree,Perennial,L48(N),,,,,,,,ACRUD,USDA PLANTS (public domain)
Acer stenocarpum,Acer rubrum var. rubrum; Acer rubrum var. tomentosum; Rufacer rubrum,red maple,Aceraceae,Acer,Tree,Perennial,L48(N)CAN(N),,,,,,,,ACRUR,USDA PLANTS (public domain)
Acer carolinianum,Acer rubrum var. tridens; Acer rubrum var. trilobum; Rufacer carolinianum,red maple,Aceraceae,Acer,Tree,Perennial,L48(N)CAN(N),,,,,,,,ACRUT,USDA PLANTS (public domain)
Acer dasycarpum,Acer saccharinum; Acer saccharinum var. wieri; Acer saccharinum var. laciniatum; Argentacer saccharinum,silver maple,Aceraceae,Acer,Tree,Perennial,L48(N)CAN(N),90,No,Yellow,Early Spring,Low,Intermediate,Moderate,ACSA2,USDA PLANTS (public domain)
Acer saccharum,,sugar maple,Aceraceae,Acer,"Tree, Shrub",Perennial,L48(N)CAN(N),100,No,Green,Mid Spring,Medium,Tolerant,Long,ACSA3,USDA PLANTS (public domain)
Acer nigrum var. glaucum,Acer saccharum var. glaucum; Acer saccharum var. rugellii; Acer saccharum var. saccharum; Acer nigrum var. saccharophorum; Saccharodendron saccharum,sugar maple,Aceraceae,Acer,Tree,Perennial,L48(N)CAN(N),,,,,,,,ACSAS,USDA PLANTS (public domain)
Acer saccharum var. schneckii,Acer saccharum ssp. ozarkense; Acer saccharum ssp. schneckii,sugar maple,Aceraceae,Acer,"Tree, Shrub",Perennial,L48(N),,,,,,,,ACSAS2,USDA PLANTS (public domain)
Acer spicatum,,mountain maple,Aceraceae,Acer,"Tree, Shrub",Perennial,L48(N)CAN(N)SPM(N),25,No,Yellow,Spring,Low,Tolerant,Moderate,ACSP2,USDA PLANTS (public domain)
Acer tataricum,,tatarian maple,Aceraceae,Acer,"Tree, Shrub",Perennial,L48(I),,,,,,,,ACTA80,USDA PLANTS (public domain)
Achyranthes aspera,Achyranthes canescens,devil's horsewhip,Amaranthaceae,Achyranthes,"Subshrub, Forb/herb","Perennial, AN",L48(I)HI(I)PR(I)VI(I),,,,,,,,"ACAS,ACCA37",USDA PLANTS (public domain)
Achyranthes indica,Achyranthes aspera var. aspera; Centrostachys aspera; Centrostachys indica,devil's horsewhip,Amaranthaceae,Achyranthes,"Subshrub, Forb/herb","Annual, Perennial",L48(I)HI(I)PR(I)VI(I),,,,,,,,ACASA,USDA PLANTS (public domain)
Achyranthes aspera var. pubescens,,devil's horsewhip,Amaranthaceae,Achyranthes,"Forb/herb, Subshrub","Perennial, AN",L48(I)HI(I)PR(I),,,,,,,,ACASP,USDA PLANTS (public domain)
Achyranthes mutica,Achyranthes nelsonii,blunt chaff flower,Amaranthaceae,Achyranthes,Shrub,Perennial,HI(N),,,,,,,,ACMU2,USDA PLANTS (public domain)
Achyranthes splendens,,Maui chaff flower,Amaranthaceae,Achyranthes,Shrub,Perennial,HI(N),,,,,,,,ACSP3,USDA PLANTS (public domain)
Achyranthes atollensis,Achyranthes splendens var. atollensis,,Amaranthaceae,Achyranthes,Shrub,Perennial,L48(N)HI(N),,,,,,,,ACSPA2,USDA PLANTS (public domain)
Achyranthes splendens var. reflecta,Achyranthes splendens var. rotundata,Maui chaff flower,Amaranthaceae,Achyranthes,Shrub,Perennial,HI(N),,,,,,,,ACSPR2,USDA PLANTS (public domain)
Achyranthes splendens var. splendens,,Maui chaff flower,Amaranthaceae,Achyranthes,Shrub,Perennial,HI(N),,,,,,,,ACSPS,USDA PLANTS (public domain)
Acisanthera quadrata,Acisanthera acisanthera,dustseed,Melastomataceae,Acisanthera,"Forb/herb, Subshrub","Annual, Perennial",PR(N),,,,,,,,ACQU,USDA PLANTS (public domain)
Acleisanthes acutifolia,,needletip trumpets,Nyctaginaceae,Acleisanthes,"Forb/herb, Subshrub",Perennial,L48(N),,,,,,,,ACAC,USDA PLANTS (public domain)
Acleisanthes anisophylla,,obliqueleaf trumpets,Nyctaginaceae,Acleisanthes,"Subshrub, Forb/herb",Perennial,L48(N),,,,,,,,ACAN2,USDA PLANTS (public domain)
Acleisanthes crassifolia,,Texas trumpets,Nyctaginaceae,Acleisanthes,"Subshrub, Forb/herb",Perennial,L48(N),,,,,,,,ACCR,USDA PLANTS (public domain)
Acleisanthes longiflora,,angel's trumpets,Nyctaginaceae,Acleisanthes,"Forb/herb, Subshrub",Perennial,L48(N),,,,,,,,ACLO2,USDA PLANTS (public domain)
Acleisanthes wrightii,,Wright's trumpets,Nyctaginaceae,Acleisanthes,"Subshrub, Forb/herb",Perennial,L48(N),,,,,,,,ACWR3,USDA PLANTS (public domain)
Acnistus arborescens,Dunalia arborescens,hollowheart,Solanaceae,Acnistus,"Tree, Shrub",Perennial,PR(N)VI(N),,,,,,,,ACAR,USDA PLANTS (public domain)
Acoelorraphe wrightii,Paurotis wrightii; Acoelorrhaphe wrightii; Acoelorrhaphe arborescens,Everglades palm,Arecaceae,Acoelorraphe,"Shrub, Tree",Perennial,L48(N),,,,,,,,ACWR4,USDA PLANTS (public domain)
Acourtia microcephala,Perezia microcephala,sacapellote,Asteraceae,Acourtia,"Subshrub, Forb/herb",Perennial,L48(N),,,,,,,,ACMI3,USDA PLANTS (public domain)
Acrocomia media,,grugru palm,Arecaceae,Acrocomia,Tree,Perennial,PR(N)VI(N),,,,,,,,ACME2,USDA PLANTS (public domain)
Acrocomia totai,,grugru palm,Arecaceae,Acrocomia,Tree,Perennial,L48(I),,,,,,,,ACTO5,USDA PLANTS (public domain)
Actinidia chinensis,,kiwi,Actinidiaceae,Actinidia,"Shrub, Vine",Perennial,L48(I),,,,,,,,ACCH5,USDA PLANTS (public domain)
Adansonia digitata,,baobab,Bombacaceae,Adansonia,Tree,Perennial,PR(I),,,,,,,,ADDI3,USDA PLANTS (public domain)
Adelia ricinella,Ricinella ricinella,wild lime,Euphorbiaceae,Adelia,"Tree, Shrub",Perennial,PR(N)VI(N),,,,,,,,ADRI,USDA PLANTS (public domain)
Adelia vaseyi,,Vasey's wild lime,Euphorbiaceae,Adelia,Shrub,Perennial,L48(N),,,,,,,,ADVA,USDA PLANTS (public domain)
Adenanthera pavonina,,red beadtree,Fabaceae,Adenanthera,Tree,Perennial,L48(I)HI(I)PR(I)VI(I),,,,,,,,ADPA,USDA PLANTS (public domain)
Adenophyllum cooperi,Dyssodia cooperi,Cooper's dogweed,Asteraceae,Adenophyllum,Subshrub,Perennial,L48(N),,,,,,,,ADCO2,USDA PLANTS (public domain)
Adenophyllum porophylloides,Dyssodia porophylloides,San Felipe dogweed,Asteraceae,Adenophyllum,Subshrub,Perennial,L48(N),,,,,,,,ADPO,USDA PLANTS (public domain)
Adenophyllum porophyllum,Dyssodia porophylla; Pteronia porophylla,poreleaf dogweed,Asteraceae,Adenophyllum,Subshrub,Perennial,L48(N),,,,,,,,ADPO2,USDA PLANTS (public domain)
Adenostoma fasciculatum,,chamise,Rosaceae,Adenostoma,Shrub,Perennial,L48(N),10,Yes,White,Mid Spring,High,Intolerant,Moderate,ADFA,USDA PLANTS (public domain)
Adenostoma fasciculatum var. fasciculatum,,chamise,Rosaceae,Adenostoma,Shrub,Perennial,L48(N),,,,,,,,ADFAF,USDA PLANTS (public domain)
Adenostoma fasciculatum var. obtusifolium,,chamise,Rosaceae,Adenostoma,Shrub,Perennial,L48(N),,,,,,,,ADFAO,USDA PLANTS (public domain)
Adenostoma sparsifolium,,redshank,Rosaceae,Adenostoma,"Tree, Shrub",Perennial,L48(N),,,,,,,,ADSP,USDA PLANTS (public domain)
Adolphia californica,,California prickbush,Rhamnaceae,Adolphia,Shrub,Perennial,L48(N),,,,,,,,ADCA2,USDA PLANTS (public domain)
Adolphia infesta,,junco,Rhamnaceae,Adolphia,Shrub,Perennial,L48(N),,,,,,,,ADIN,USDA PLANTS (public domain)
Aegiphila elata,,tall spiritweed,Verbenaceae,Aegiphila,"Shrub, Vine",Perennial,L48(N)PR(N),,,,,,,,AEEL,USDA PLANTS (public domain)
Aegiphila integrifolia,,entireleaf spiritweed,Verbenaceae,Aegiphila,"Tree, Shrub",Perennial,VI(I?),,,,,,,,AEIN5,USDA PLANTS (public domain)
Aegiphila martinicensis,Aegiphila martinicensis var. oligoneura,Caribbean spiritweed,Verbenaceae,Aegiphila,"Tree, Shrub",Perennial,PR(N)VI(N),,,,,,,,AEMA,USDA PLANTS (public domain)
Aeonium arboreum,Aeonium arboreum var. arboreum,tree aenium,Crassulaceae,Aeonium,Subshrub,Perennial,L48(I),,,,,,,,AEAR4,USDA PLANTS (public domain)
Aeonium haworthii,,Haworth's aeonium,Crassulaceae,Aeonium,Shrub,Perennial,L48(I),,,,,,,,AEHA2,USDA PLANTS (public domain)
Aeschynomene americana,Aeschynomene americana var. glandulosa,shyleaf,Fabaceae,Aeschynomene,"Forb/herb, Subshrub",Perennial,L48(N)PR(N)VI(I),,,,,,,,AEAM,USDA PLANTS (public domain)
Aeschynomene gracilis,Aeschynomene portoricensis,Puerto Rico jointvetch,Fabaceae,Aeschynomene,"Subshrub, Forb/herb",Perennial,PR(N),,,,,,,,AEGR,USDA PLANTS (public domain)
Aeschynomene pratensis,,meadow jointvetch,Fabaceae,Aeschynomene,"Subshrub, Forb/herb, Shrub",Perennial,L48(N),,,,,,,,AEPR,USDA PLANTS (public domain)
Aeschynomene sensitiva,,sensitive jointvetch,Fabaceae,Aeschynomene,"Subshrub, Forb/herb",Perennial,PR(N)VI(N),,,,,,,,AESE2,USDA PLANTS (public domain)
Aeschynomene sensitiva var. hispidula,,sensitive jointvetch,Fabaceae,Aeschynomene,"Subshrub, Shrub",Perennial,,,,,,,,,AESEH,USDA PLANTS (public domain)
Aeschynomene sensitiva var. sensitiva,,sensitive jointvetch,Fabaceae,Aeschynomene,"Forb/herb, Subshrub",Perennial,PR(N)VI(N),,,,,,,,AESES,USDA PLANTS (public domain)
Aesculus ×arnoldiana,,Arnold buckeye,Hippocastanaceae,Aesculus,Tree,Perennial,L48(I),,,,,,,,AEAR5,USDA PLANTS (public domain)
Aesculus ×bushii,Aesculus ×mississippiensis,buckeye,Hippocastanaceae,Aesculus,Tree,Perennial,L48(N),,,,,,,,AEBU,USDA PLANTS (public domain)
Aesculus ×carnea,,red horse-chestnut,Hippocastanaceae,Aesculus,Tree,Perennial,L48(N),,,,,,,,AECA2,USDA PLANTS (public domain)
Aesculus ×hybrida,,buckeye,Hippocastanaceae,Aesculus,Tree,Perennial,L48(N),,,,,,,,AEHY,USDA PLANTS (public domain)
Aesculus ×marylandica,,buckeye,Hippocastanaceae,Aesculus,Tree,Perennial,L48(N),,,,,,,,AEMA2,USDA PLANTS (public domain)
Aesculus ×mutabilis,Aesculus ×harbisonii,buckeye,Hippocastanaceae,Aesculus,Tree,Perennial,L48(N),,,,,,,,AEMU,USDA PLANTS (public domain)
Aesculus ×neglecta,Aesculus ×glaucescens,buckeye,Hippocastanaceae,Aesculus,Tree,Perennial,L48(N),,,,,,,,AENE,USDA PLANTS (public domain)
Aesculus dupontii,Aesculus ×worlitzensis,buckeye,Hippocastanaceae,Aesculus,Tree,Perennial,L48(N),,,,,,,,AEWO,USDA PLANTS (public domain)
Aesculus californica,,California buckeye,Hippocastanaceae,Aesculus,"Tree, Shrub",Perennial,L48(N),25,No,White,Summer,High,Intermediate,Long,AECA,USDA PLANTS (public domain)
Aesculus flava,Aesculus octandra; Aesculus octandra var. vestita; Aesculus octandra var. virginica,yellow buckeye,Hippocastanaceae,Aesculus,"Tree, Shrub",Perennial,L48(N),65,No,Yellow,Late Spring,Low,Tolerant,Long,AEFL,USDA PLANTS (public domain)
Aesculus glabra,,Ohio buckeye,Hippocastanaceae,Aesculus,Tree,Perennial,L48(N)CAN(N),68,No,Green,Mid Spring,Medium,Tolerant,Short,AEGL,USDA PLANTS (public domain)
Aesculus arguta,Aesculus glabra var. arguta; Aesculus glabra var. buckleyi,Ohio buckeye,Hippocastanaceae,Aesculus,Tree,Perennial,L48(N),,,,,,,,AEGLA,USDA PLANTS (public domain)
Aesculus glabra var. glabra,Aesculus glabra var. pallida; Aesculus glabra var. micrantha; Aesculus glabra var. monticola; Aesculus glabra var. sargentii; Aesculus glabra var. leucodermis,Ohio buckeye,Hippocastanaceae,Aesculus,Tree,Perennial,L48(N)CAN(N),,,,,,,,AEGLG,USDA PLANTS (public domain)
Aesculus hippocastanum,,horse chestnut,Hippocastanaceae,Aesculus,Tree,Perennial,L48(I)CAN(I),,,,,,,,AEHI,USDA PLANTS (public domain)
Aesculus parviflora,,bottlebrush buckeye,Hippocastanaceae,Aesculus,"Shrub, Tree",Perennial,L48(N),,,,,,,,AEPA2,USDA PLANTS (public domain)
Aesculus pavia,,red buckeye,Hippocastanaceae,Aesculus,"Tree, Shrub",Perennial,L48(N)CAN(I),25,No,Red,Late Spring,Low,Tolerant,Long,AEPA,USDA PLANTS (public domain)
Aesculus pavia var. flavescens,,red buckeye,Hippocastanaceae,Aesculus,"Tree, Shrub",Perennial,L48(N),,,,,,,,AEPAF,USDA PLANTS (public domain)
Aesculus austrina,Aesculus discolor; Aesculus splendens; Aesculus pavia var. pavia; Aesculus pavia var. discolor; Aesculus discolor var. mollis,red buckeye,Hippocastanaceae,Aesculus,"Shrub, Tree",Perennial,L48(N)CAN(I),,,,,,,,AEPAP,USDA PLANTS (public domain)
Aesculus sylvatica,Aesculus georgiana; Aesculus sylvatica var. lanceolata,painted buckeye,Hippocastanaceae,Aesculus,"Tree, Shrub",Perennial,L48(N),65,No,Yellow,Mid Spring,Low,Intermediate,Long,AESY,USDA PLANTS (public domain)
Agarista populifolia,Leucothoe walteri; Leucothoe acuminata; Andromeda populifolia; Leucothoe populifolia,Florida hobblebush,Ericaceae,Agarista,Shrub,Perennial,L48(N),,,,,,,,AGPO2,USDA PLANTS (public domain)
Agastache breviflora,,Trans-Pecos giant hyssop,Lamiaceae,Agastache,"Subshrub, Forb/herb",Perennial,L48(N),,,,,,,,AGBR,USDA PLANTS (public domain)
Agastache cana,,mosquito plant,Lamiaceae,Agastache,"Subshrub, Forb/herb",Perennial,L48(N),,,,,,,,AGCA,USDA PLANTS (public domain)
Agastache cusickii,Agastache cusickii var. parva,Cusick's giant hyssop,Lamiaceae,Agastache,"Subshrub, Forb/herb",Perennial,L48(N),,,,,,,,AGCU,USDA PLANTS (public domain)
Agastache foeniculum,Agastache anethiodora,blue giant hyssop,Lamiaceae,Agastache,"Subshrub, Forb/herb",Perennial,L48(N)CAN(N),,,,,,,,AGFO,USDA PLANTS (public domain)
Agastache mearnsii,Agastache pallidiflora ssp. mearnsii,San Luis Mountain giant hyssop,Lamiaceae,Agastache,"Subshrub, Forb/herb",Perennial,L48(N),,,,,,,,AGME2,USDA PLANTS (public domain)
Agastache micrantha,Cedronella micrantha,white giant hyssop,Lamiaceae,Agastache,"Subshrub, Forb/herb",Perennial,L48(N),,,,,,,,AGMI,USDA PLANTS (public domain)
Agastache nepetoides,,yellow giant hyssop,Lamiaceae,Agastache,"Subshrub, Forb/herb",Perennial,L48(N)CAN(N),,,,,,,,AGNE2,USDA PLANTS (public domain)
Agastache occidentalis,,western giant hyssop,Lamiaceae,Agastache,"Subshrub, Forb/herb",Perennial,L48(N),,,,,,,,AGOC,USDA PLANTS (public domain)
Agastache pallida,Agastache barberi,pale giant hyssop,Lamiaceae,Agastache,"Forb/herb, Subshrub",Perennial,L48(N),,,,,,,,AGPA11,USDA PLANTS (public domain)
Agastache pallidiflora,,Bill Williams Mountain giant hyssop,Lamiaceae,Agastache,"Subshrub, Forb/herb",Perennial,L48(N),,,,,,,,AGPA,USDA PLANTS (public domain)
Agastache pallidiflora ssp. neomexicana,,Bill Williams Mountain giant hyssop,Lamiaceae,Agastache,"Forb/herb, Subshrub",Perennial,L48(N),,,,,,,,AGPAN,USDA PLANTS (public domain)
Agastache breviflora var. havardii,Agastache neomexicana ssp. havardii; Agastache pallidiflora ssp. havardii; Agastache pallidiflora ssp. neomexicana var. havardii,Bill Williams Mountain giant hyssop,Lamiaceae,Agastache,"Subshrub, Forb/herb",Perennial,L48(N),,,,,,,,AGPAH3,USDA PLANTS (public domain)
Agastache neomexicana,Agastache pallidiflora ssp. neomexicana var. neomexicana,Bill Williams Mountain giant hyssop,Lamiaceae,Agastache,"Subshrub, Forb/herb",Perennial,L48(N),,,,,,,,AGPAN2,USDA PLANTS (public domain)
Agastache pallidiflora ssp. pallidiflora,,Bill Williams Mountain giant hyssop,Lamiaceae,Agastache,"Subshrub, Forb/herb",Perennial,L48(N),,,,,,,,AGPAP2,USDA PLANTS (public domain)
Agastache pallidiflora ssp. pallidiflora var. gilensis,,Bill Williams Mountain giant hyssop,Lamiaceae,Agastache,"Subshrub, Forb/herb",Perennial,L48(N),,,,,,,,AGPAG3,USDA PLANTS (public domain)
Agastache greenei,Agastache pallidiflora ssp. pallidiflora var. greenei,Bill Williams Mountain giant hyssop,Lamiaceae,Agastache,"Forb/herb, Subshrub",Perennial,L48(N),,,,,,,,AGPAG4,USDA PLANTS (public domain)
Agastache pallidiflora ssp. typica,Agastache pallidiflora ssp. pallidiflora var. pallidiflora,Bill Williams Mountain giant hyssop,Lamiaceae,Agastache,"Subshrub, Forb/herb",Perennial,L48(N),,,,,,,,AGPAP4,USDA PLANTS (public domain)
Agastache parvifolia,,smallleaf giant hyssop,Lamiaceae,Agastache,"Subshrub, Forb/herb",Perennial,L48(N),2.0,No,Red,Late Spring,High,Intolerant,Moderate,AGPA2,USDA PLANTS (public domain)
Agastache pringlei,,Pringle's giant hyssop,Lamiaceae,Agastache,"Subshrub, Forb/herb",Perennial,L48(N),,,,,,,,AGPR3,USDA PLANTS (public domain)
Agastache verticillata,Agastache pringlei var. verticillata,Pringle's giant hyssop,Lamiaceae,Agastache,"Subshrub, Forb/herb",Perennial,L48(N),,,,,,,,AGPRV,USDA PLANTS (public domain)
Agastache rupestris,,threadleaf giant hyssop,Lamiaceae,Agastache,"Subshrub, Forb/herb",Perennial,L48(N),,,,,,,,AGRU,USDA PLANTS (public domain)
Agastache scrophulariifolia,Agastache scrophulariifolia var. mollis,purple giant hyssop,Lamiaceae,Agastache,"Subshrub, Forb/herb",Perennial,L48(N)CAN(N),,,,,,,,AGSC,USDA PLANTS (public domain)
Agastache urticifolia,,nettleleaf giant hyssop,Lamiaceae,Agastache,"Forb/herb, Subshrub",Perennial,L48(N)CAN(N),5.0,No,Red,Late Spring,Low,Intermediate,Long,AGUR,USDA PLANTS (public domain)
Agastache urticifolia var. glaucifolia,,nettleleaf giant hyssop,Lamiaceae,Agastache,"Subshrub, Forb/herb",Perennial,L48(N),,,,,,,,AGURG,USDA PLANTS (public domain)
Agastache urticifolia var. urticifolia,,nettleleaf giant hyssop,Lamiaceae,Agastache,"Forb/herb, Subshrub",Perennial,L48(N)CAN(N),,,,,,,,AGURU,USDA PLANTS (public domain)
Agastache wrightii,,Sonoran giant hyssop,Lamiaceae,Agastache,"Forb/herb, Subshrub",Perennial,L48(N),,,,,,,,AGWR,USDA PLANTS (public domain)
Agathis robusta,,Queensland kauri,Araucariaceae,Agathis,Tree,Perennial,PR(I),,,,,,,,AGRO6,USDA PLANTS (public domain)
Agave ×ajoensis,,agave,Agavaceae,Agave,"Forb/herb, Shrub, Subshrub",Perennial,L48(N),,,,,,,,AGAJ,USDA PLANTS (public domain)
Agave arizonica,Agave ×arizonica,Arizona century plant,Agavaceae,Agave,"Forb/herb, Shrub, Subshrub",Perennial,L48(N),,,,,,,,AGAR8,USDA PLANTS (public domain)
Agave americana,,American century plant,Agavaceae,Agave,"Subshrub, Forb/herb, Shrub",Perennial,L48(N)HI(I)VI(I),6.0,Yes,Yellow,Indeterminate,High,Intolerant,Long,AGAM,USDA PLANTS (public domain)
Agave americana var. striata,Agave americana ssp. americana; Agave americana var. marginata; Agave americana var. mediopicta,American century plant,Agavaceae,Agave,"Shrub, Forb/herb, Subshrub",Perennial,L48(N)HI(I)VI(I),,,,,,,,AGAMA,USDA PLANTS (public domain)
Agave americana ssp. americana var. americana,,American century plant,Agavaceae,Agave,"Subshrub, Forb/herb, Shrub",Perennial,L48(N)HI(I)VI(I),,,,,,,,AGAMA2,USDA PLANTS (public domain)
Agave americana ssp. americana var. expansa,,American century plant,Agavaceae,Agave,"Shrub, Forb/herb, Subshrub",Perennial,L48(N),,,,,,,,AGAME,USDA PLANTS (public domain)
Agave americana ssp. protamericana,,American century plant,Agavaceae,Agave,"Subshrub, Forb/herb, Shrub",Perennial,L48(N),,,,,,,,AGAMP,USDA PLANTS (public domain)
Agave asperrima,,rough century plant,Agavaceae,Agave,"Shrub, Subshrub, Forb/herb",Perennial,L48(N),,,,,,,,AGAS3,USDA PLANTS (public domain)
Agave attenuata,,,Agavaceae,Agave,Shrub,Perennial,L48(I),,,,,,,,AGAT2,USDA PLANTS (public domain)
Agave chrysantha,Agave palmeri var. chrysantha,goldenflower century plant,Agavaceae,Agave,"Subshrub, Shrub, Forb/herb",Perennial,L48(N),,,,,,,,AGCH2,USDA PLANTS (public domain)
Agave decipiens,,false sisal,Agavaceae,Agave,"Subshrub, Shrub, Forb/herb",Perennial,L48(N),,,,,,,,AGDE3,USDA PLANTS (public domain)
Agave delamateri,,Tonto Basin century plant,Agavaceae,Agave,"Subshrub, Shrub, Forb/herb",Perennial,L48(N),,,,,,,,AGDE10,USDA PLANTS (public domain)
Agave deserti,,desert agave,Agavaceae,Agave,"Subshrub, Shrub, Forb/herb",Perennial,L48(N),,,,,,,,AGDE,USDA PLANTS (public domain)
Agave consociata,Agave deserti ssp. deserti,desert agave,Agavaceae,Agave,"Subshrub, Shrub, Forb/herb",Perennial,L48(N),,,,,,,,AGDED,USDA PLANTS (public domain)
Agave deserti ssp. simplex,Agave deserti var. simplex,desert agave,Agavaceae,Agave,"Forb/herb, Shrub, Subshrub",Perennial,L48(N),,,,,,,,AGDES,USDA PLANTS (public domain)
Agave desmettiana,,dwarf century plant,Agavaceae,Agave,"Forb/herb, Shrub, Subshrub",Perennial,L48(I),,,,,,,,AGDE4,USDA PLANTS (public domain)
Agave eggersiana,,Eggers' century plant,Agavaceae,Agave,"Subshrub, Shrub, Forb/herb",Perennial,VI(N),,,,,,,,AGEG,USDA PLANTS (public domain)
Agave chisosensis,Agave glomeruliflora,Chisos Mountain century plant,Agavaceae,Agave,"Shrub, Forb/herb, Subshrub",Perennial,L48(N),,,,,,,,AGGL2,USDA PLANTS (public domain)
Agave gracilipes,,slimfoot century plant,Agavaceae,Agave,"Subshrub, Forb/herb, Shrub",Perennial,L48(N),,,,,,,,AGGR4,USDA PLANTS (public domain)
Agave havardiana,,Havard's century plant,Agavaceae,Agave,"Shrub, Forb/herb, Subshrub",Perennial,L48(N),,,,,,,,AGHA,USDA PLANTS (public domain)
Agave lechuguilla,Agave lophantha var. poselgeri,lechuguilla,Agavaceae,Agave,"Subshrub, Forb/herb, Shrub",Perennial,L48(N),,,,,,,,AGLE,USDA PLANTS (public domain)
Agave minor,,Proctor's agave,Agavaceae,Agave,"Forb/herb, Shrub, Subshrub",Perennial,PR(N),,,,,,,,AGMI8,USDA PLANTS (public domain)
Agave missionum,Agave portoricensis,corita,Agavaceae,Agave,"Subshrub, Forb/herb, Shrub",Perennial,PR(N)VI(N),,,,,,,,AGMI4,USDA PLANTS (public domain)
